X;Y
-2,551;4,836
-2,549;3,829
-2,54;5,92
-2,535;4,315
-2,533;5,18
-2,518;5,986
-2,516;3,726
-2,498;3,732
-2,496;4,126
-2,492;4,649
-2,487;4,208
-2,483;6,201
-2,477;5,434
-2,477;6,337
-2,476;4,388
-2,475;3,878
-2,475;5,327
-2,475;6,588
-2,474;5,674
-2,456;6,19
-2,455;6,542
-2,453;6,362
-2,44;3,51
-2,436;6,053
-2,434;5,454
-2,432;6,512
-2,429;5,011
-2,425;5,17
-2,421;4,654
-2,421;5,319
-2,42;4,749
-2,414;3,244
-2,412;6,674
-2,409;4,035
-2,407;4,746
-2,405;4,586
-2,404;3,275
-2,403;5,218
-2,4;5,795
-2,397;3,235
-2,394;6,319
-2,391;4,114
-2,388;4,816
-2,387;5,166
-2,375;3,885
-2,371;3,959
-2,368;4,46
-2,367;3,787
-2,362;4,698
-2,345;4,06
-2,341;4,344
-2,337;6,143
-2,334;5,417
-2,33;6,178
-2,323;5,392
-2,32;3,973
-2,319;6,776
-2,317;6,211
-2,311;5,371
-2,308;3,673
-2,307;4,515
-2,306;5,63
-2,306;6,378
-2,303;3,469
-2,3;5,829
-2,29;6,844
-2,286;6,542
-2,276;6,332
-2,274;3,14
-2,274;3,638
-2,269;6,919
-2,266;3,054
-2,266;4,043
-2,257;6,579
-2,256;6,533
-2,252;5,728
-2,247;3,056
-2,243;6,097
-2,243;6,609
-2,237;6,023
-2,233;3,092
-2,232;3,467
-2,232;6,361
-2,223;5,251
-2,223;6,608
-2,221;3,264
-2,217;4,703
-2,215;4,751
-2,213;3,277
-2,212;5,441
-2,208;6,818
-2,204;4,04
-2,203;5,159
-2,192;5,469
-2,184;5,464
-2,179;5,534
-2,178;6,511
-2,171;3,982
-2,17;3,058
-2,166;5,259
-2,164;3,568
-2,163;6,542
-2,16;5,114
-2,158;5,662
-2,149;4,5
-2,148;3,537
-2,139;6,313
-2,135;6,084
-2,134;6,313
-2,132;4,665
-2,128;3,952
-2,128;7,086
-2,125;5,828
-2,124;6,757
-2,118;4,65
-2,1;4,119
-2,097;6,966
-2,093;6,093
-2,092;5,769
-2,09;5,92
-2,086;4,08
-2,086;5,181
-2,082;6,852
-2,079;5,993
-2,073;5,914
-2,072;4,157
-2,072;6,425
-2,072;6,668
-2,068;3,14
-2,061;5,398
-2,055;3,127
-2,055;5,598
-2,052;3,002
-2,052;4,861
-2,051;4,233
-2,051;6,94
-2,049;6,387
-2,045;5,532
-2,045;6,533
-2,044;4,006
-2,043;4,58
-2,034;6,804
-2,032;6,291
-2,028;4,083
-2,021;7,166
-2,018;7,127
-2,017;5,638
-2,015;4,962
-2,014;5,209
-2,013;5,77
-2,012;4,877
-2,01;3,137
-2,009;3,203
-2,006;7,072
-2,004;6,578
-2,002;2,875
-1,993;5,027
-1,992;4,468
-1,982;3,756
-1,977;5,043
-1,971;4,733
-1,969;6,093
-1,966;3,357
-1,966;4,818
-1,964;2,935
-1,962;3,973
-1,955;3,665
-1,954;7,212
-1,948;5,071
-1,943;4,658
-1,937;3,149
-1,93;4,538
-1,925;5,547
-1,923;2,828
-1,919;6,186
-1,918;4,991
-1,913;5,711
-1,908;6,812
-1,906;4,889
-1,905;3,504
-1,902;5,874
-1,902;6,404
-1,901;5,615
-1,9;7,189
-1,896;6,734
-1,891;4,212
-1,889;5,897
-1,887;5,225
-1,886;3,287
-1,885;6,788
-1,884;7,119
-1,881;6,008
-1,878;2,69
-1,876;6,015
-1,875;5,189
-1,87;5,2
-1,87;6,572
-1,854;3,898
-1,853;6,387
-1,841;5,003
-1,838;6,361
-1,837;3,925
-1,832;5,293
-1,831;2,884
-1,829;5,553
-1,827;5,998
-1,824;3,486
-1,822;3,785
-1,822;3,845
-1,821;4,953
-1,819;4,357
-1,818;3,689
-1,817;6,511
-1,813;4,835
-1,808;5,538
-1,808;6,805
-1,804;3,718
-1,8;6,062
-1,799;4,982
-1,798;4,361
-1,796;5,406
-1,794;4,114
-1,794;4,975
-1,791;4,281
-1,787;5,423
-1,787;6,509
-1,783;7,13
-1,778;3,088
-1,771;6,728
-1,767;5,52
-1,766;4,431
-1,759;5,472
-1,757;6,987
-1,754;5,771
-1,752;4,997
-1,75;7,096
-1,745;3,839
-1,744;3,902
-1,744;5,584
-1,743;6,56
-1,743;6,62
-1,742;4,89
-1,742;6,878
-1,739;3,715
-1,736;5,424
-1,734;6,079
-1,733;5,341
-1,733;6,393
-1,731;2,932
-1,73;5,542
-1,729;4,138
-1,725;2,774
-1,725;6,138
-1,722;4,939
-1,721;4,521
-1,72;6,304
-1,72;6,715
-1,717;5,063
-1,717;7,432
-1,705;3,204
-1,705;4,827
-1,699;7,01
-1,699;7,393
-1,698;7,231
-1,697;3,313
-1,695;4,522
-1,695;4,776
-1,694;6,346
-1,689;7,094
-1,688;4,89
-1,688;6,457
-1,683;5,463
-1,683;5,547
-1,682;5,775
-1,681;3,864
-1,677;3,202
-1,675;3,285
-1,673;2,884
-1,668;4,67
-1,663;7,001
-1,653;7,328
-1,65;3,787
-1,649;6,298
-1,646;6,731
-1,645;3,373
-1,645;5,54
-1,645;7,098
-1,644;4,137
-1,639;7,175
-1,638;6,577
-1,636;7,251
-1,634;4,671
-1,633;6,112
-1,63;5,878
-1,628;5,209
-1,627;6,422
-1,622;5,912
-1,621;5,597
-1,621;6,425
-1,611;4,886
-1,611;7,46
-1,609;4,965
-1,607;3,606
-1,601;4,073
-1,6;5,776
-1,597;2,652
-1,596;4,319
-1,596;7,033
-1,593;5,359
-1,592;2,646
-1,586;4,185
-1,585;6,525
-1,584;6,576
-1,584;6,863
-1,578;6,042
-1,576;4,645
-1,573;6,99
-1,571;5,116
-1,57;3,903
-1,564;6,674
-1,563;7,462
-1,558;5,818
-1,557;3,904
-1,557;6,645
-1,547;4,888
-1,539;3,119
-1,538;6,331
-1,535;4,237
-1,534;2,479
-1,534;5,049
-1,534;5,932
-1,534;7,392
-1,532;3,963
-1,531;6,191
-1,531;6,438
-1,529;3,064
-1,529;5,856
-1,528;6,136
-1,526;6,409
-1,523;5,59
-1,523;5,712
-1,523;7,35
-1,521;6,819
-1,516;5,739
-1,514;7,266
-1,512;2,683
-1,511;5,255
-1,51;5,139
-1,507;6,541
-1,504;3,055
-1,503;4,486
-1,503;6,751
-1,502;4,743
-1,502;5,441
-1,501;2,866
-1,501;4,428
-1,501;6,882
-1,5;3,97
-1,498;7,055
-1,496;7,291
-1,495;5,793
-1,494;4,156
-1,493;6,862
-1,486;4,339
-1,486;6,837
-1,482;4,025
-1,475;7,091
-1,474;3,893
-1,471;5,087
-1,468;3,501
-1,467;3,074
-1,459;3,971
-1,454;6,981
-1,453;3,389
-1,453;4,24
-1,452;3,928
-1,45;4,827
-1,445;3,495
-1,445;7,591
-1,444;4,536
-1,443;7,462
-1,44;4,16
-1,44;6,889
-1,438;7,409
-1,437;3,628
-1,434;4,122
-1,429;7,014
-1,428;2,53
-1,42;6,099
-1,417;4,882
-1,416;4,256
-1,41;6,962
-1,407;2,928
-1,406;3,01
-1,403;6,481
-1,398;4,419
-1,391;3,011
-1,391;3,704
-1,389;2,478
-1,389;6,745
-1,388;4,621
-1,38;2,702
-1,38;2,803
-1,38;5,273
-1,379;5,334
-1,379;5,379
-1,372;6,883
-1,371;4,313
-1,371;5,359
-1,371;5,727
-1,364;4,302
-1,362;6,869
-1,359;2,879
-1,359;3,142
-1,357;5,982
-1,355;6,434
-1,354;6,513
-1,352;4,266
-1,35;2,795
-1,349;3,868
-1,349;5,636
-1,348;6,571
-1,347;3,196
-1,345;7,153
-1,344;3,395
-1,338;5,932
-1,337;7,258
-1,334;3,842
-1,333;6,06
-1,333;6,101
-1,331;3,782
-1,329;6,767
-1,328;5,896
-1,327;4,714
-1,326;4,179
-1,321;4,308
-1,319;5,433
-1,313;5,431
-1,312;6,316
-1,31;4,311
-1,31;7,279
-1,309;5,403
-1,309;5,835
-1,308;5,531
-1,307;5,257
-1,306;5,519
-1,306;5,598
-1,303;4,224
-1,301;3,667
-1,301;3,719
-1,301;6,374
-1,291;4,483
-1,29;4,472
-1,29;5,756
-1,29;6,984
-1,286;4,73
-1,285;7,122
-1,284;4,366
-1,283;4,398
-1,281;6,923
-1,278;4,718
-1,278;6,032
-1,273;7,413
-1,272;3,921
-1,271;3,196
-1,271;5,605
-1,271;6,913
-1,269;5,662
-1,268;5,389
-1,265;4,891
-1,264;4,884
-1,264;6,468
-1,262;6,121
-1,256;4,025
-1,256;4,655
-1,254;5,977
-1,254;7,326
-1,252;4,952
-1,251;4,807
-1,251;5,838
-1,248;2,364
-1,248;3,42
-1,248;7,704
-1,243;3,152
-1,242;2,722
-1,241;7,53
-1,23;6,644
-1,228;7,681
-1,226;7,56
-1,224;5,855
-1,221;7,005
-1,22;4,356
-1,22;5,726
-1,217;3,685
-1,216;6,507
-1,215;3,711
-1,214;4,658
-1,208;5,29
-1,208;7,659
-1,197;4,788
-1,196;7,295
-1,195;2,772
-1,193;4,5
-1,193;5,17
-1,189;3,18
-1,188;4,803
-1,186;6,919
-1,183;3,128
-1,178;5,611
-1,177;5,085
-1,176;6,315
-1,174;3,527
-1,174;7,108
-1,174;7,193
-1,173;3,762
-1,17;5,351
-1,166;2,925
-1,166;4,159
-1,154;5,091
-1,153;5,038
-1,149;5,812
-1,145;3,099
-1,145;5,802
-1,145;6,245
-1,144;6,86
-1,143;7,251
-1,139;4,337
-1,137;6,569
-1,131;6,892
-1,127;4,458
-1,124;6,971
-1,123;7,587
-1,121;3,308
-1,12;3,575
-1,118;4,913
-1,115;7,772
-1,113;2,266
-1,108;4,825
-1,107;5,302
-1,104;2,895
-1,099;5,176
-1,098;3,208
-1,094;4,439
-1,092;5,875
-1,092;6,271
-1,089;6,275
-1,087;4,142
-1,087;5,512
-1,086;3,78
-1,086;7,51
-1,085;4,833
-1,085;6,76
-1,082;2,437
-1,074;2,222
-1,074;3,04
-1,072;4,828
-1,071;5,751
-1,067;4,493
-1,061;2,944
-1,06;7,512
-1,059;5,099
-1,057;6,277
-1,056;7,627
-1,054;5,71
-1,052;2,59
-1,052;6,011
-1,052;7,166
-1,051;2,964
-1,045;5,346
-1,039;5,049
-1,035;3,781
-1,034;5,845
-1,034;6,782
-1,031;2,72
-1,03;2,326
-1,03;2,419
-1,03;4,608
-1,03;6,103
-1,028;2,314
-1,028;5,797
-1,028;6,96
-1,027;3,806
-1,027;6,506
-1,023;7,34
-1,022;2,719
-1,022;3,559
-1,022;5,921
-1,022;6,113
-1,021;5,886
-1,016;6,939
-1,014;4,721
-1,013;7,223
-1,008;3,284
-1,007;3,196
-1,006;5,822
-1,004;5,351
-1,001;2,472
-1,001;5,749
-0,999;3,394
-0,998;5,286
-0,998;6,854
-0,998;7,615
-0,997;7,404
-0,995;5,724
-0,994;2,42
-0,994;2,98
-0,994;3,71
-0,99;4,052
-0,989;3,715
-0,988;7,413
-0,987;4,097
-0,985;2,513
-0,985;3,708
-0,985;3,811
-0,981;4,282
-0,981;5,546
-0,98;3,452
-0,978;4,403
-0,973;4,6
-0,973;5,941
-0,97;5,308
-0,97;6,148
-0,968;2,991
-0,968;7,012
-0,967;3,843
-0,965;5,399
-0,964;6,277
-0,962;7,345
-0,961;7,041
-0,96;3,018
-0,959;4,804
-0,958;3,21
-0,956;5,827
-0,954;4,024
-0,954;7,001
-0,949;7,177
-0,944;6,692
-0,941;3,839
-0,938;6,699
-0,937;6,55
-0,936;4,084
-0,934;5,485
-0,932;6,308
-0,929;5,886
-0,926;3,099
-0,924;6,015
-0,923;5,891
-0,923;6,483
-0,921;6,591
-0,919;2,372
-0,918;4,581
-0,917;4,575
-0,916;5,949
-0,913;3,595
-0,912;7,301
-0,907;4,605
-0,907;6,34
-0,906;2,814
-0,905;3,555
-0,905;4,685
-0,903;2,477
-0,903;5,065
-0,901;3,627
-0,898;4,336
-0,897;2,208
-0,896;2,336
-0,892;5,886
-0,891;4,347
-0,889;7,415
-0,886;6,799
-0,885;3,952
-0,882;4,128
-0,879;6,061
-0,876;4,608
-0,876;4,95
-0,875;2,619
-0,874;4,407
-0,873;2,791
-0,872;2,423
-0,871;4,816
-0,87;3,966
-0,87;6,593
-0,866;2,85
-0,864;3,924
-0,861;5,635
-0,857;2,619
-0,857;6,505
-0,856;2,274
-0,856;7,467
-0,855;2,643
-0,855;6,93
-0,851;5,677
-0,851;6,029
-0,85;4,291
-0,85;5,184
-0,844;4,186
-0,84;2,605
-0,839;2,76
-0,838;4,83
-0,838;6,584
-0,837;3,421
-0,837;5,579
-0,834;5,174
-0,832;6,362
-0,828;3,331
-0,828;6,623
-0,825;3,925
-0,825;5,078
-0,825;5,482
-0,822;3,077
-0,821;7,227
-0,819;2,374
-0,815;2,964
-0,815;6,233
-0,814;3,278
-0,808;3,436
-0,806;7,673
-0,805;2,136
-0,805;6,513
-0,803;4,304
-0,8;2,276
-0,795;3,315
-0,793;5,195
-0,792;6,998
-0,789;6,474
-0,787;7,855
-0,786;6,028
-0,784;2,156
-0,783;4,686
-0,782;2,876
-0,78;6,641
-0,778;3,075
-0,776;3,603
-0,776;7,305
-0,775;3,242
-0,774;6,404
-0,773;4,035
-0,772;2,114
-0,77;2,776
-0,77;5,819
-0,768;4,654
-0,767;7,647
-0,766;5,118
-0,766;5,539
-0,766;6,317
-0,764;4,813
-0,762;3,182
-0,76;2,504
-0,76;4,068
-0,76;5,534
-0,759;3,02
-0,759;5,781
-0,758;3,754
-0,756;7,654
-0,755;6,431
-0,748;3,168
-0,747;4,087
-0,747;6,012
-0,746;3,691
-0,746;4,061
-0,744;7,233
-0,743;5,61
-0,74;2,833
-0,74;4,171
-0,738;7,606
-0,737;4,128
-0,73;3,674
-0,728;3,87
-0,727;7,426
-0,726;5,602
-0,725;4,481
-0,723;4,416
-0,723;5,399
-0,721;2,88
-0,72;7,024
-0,718;6,491
-0,717;2,954
-0,717;5,397
-0,716;2,826
-0,716;6,923
-0,715;4,44
-0,715;6,953
-0,714;3,934
-0,714;4,19
-0,714;4,818
-0,709;2,465
-0,708;2,289
-0,704;7,665
-0,703;6,886
-0,702;3,346
-0,696;5,3
-0,695;5,553
-0,692;6,486
-0,692;6,567
-0,692;7,739
-0,689;4,549
-0,689;6,186
-0,688;6,061
-0,688;6,779
-0,686;4,447
-0,684;6,518
-0,684;7,311
-0,683;5,821
-0,68;6,419
-0,679;3,525
-0,678;5,359
-0,677;6,678
-0,676;3,786
-0,671;2,338
-0,667;3,029
-0,663;5,638
-0,662;3,129
-0,661;2,463
-0,66;4,305
-0,66;4,501
-0,66;7,507
-0,659;5,505
-0,658;6,808
-0,658;7,387
-0,657;4,655
-0,657;7,794
-0,656;3,433
-0,655;4,248
-0,655;7,595
-0,654;7,41
-0,652;4,004
-0,646;5,539
-0,645;2,847
-0,645;3,573
-0,645;3,763
-0,645;6,314
-0,644;6,365
-0,642;5,314
-0,641;6,474
-0,641;7,655
-0,638;6,295
-0,635;6,68
-0,633;6,46
-0,629;7,518
-0,627;2,141
-0,626;6,283
-0,623;5,511
-0,62;7,751
-0,617;6,776
-0,617;7,817
-0,616;4,583
-0,616;5,073
-0,613;5,001
-0,611;5,497
-0,609;2,914
-0,608;5,655
-0,605;5,426
-0,604;3,11
-0,602;4,498
-0,599;3,852
-0,594;7,797
-0,593;3,595
-0,593;6,126
-0,592;2,954
-0,592;4,618
-0,591;6,273
-0,59;3,129
-0,59;4,018
-0,59;4,067
-0,588;4,208
-0,588;4,371
-0,587;5,22
-0,586;2,724
-0,586;3,704
-0,586;6,654
-0,585;4,799
-0,584;5,112
-0,584;7,883
-0,583;5,424
-0,583;7,246
-0,583;7,406
-0,581;3,056
-0,58;3,161
-0,576;5,311
-0,574;5,663
-0,573;2,428
-0,573;4,818
-0,572;6,23
-0,571;3,258
-0,571;3,707
-0,569;5,172
-0,567;4,521
-0,564;4,468
-0,563;3,817
-0,563;7,431
-0,562;4,712
-0,554;6,053
-0,552;4,262
-0,547;5,852
-0,547;6,651
-0,546;7,775
-0,545;6,215
-0,545;6,445
-0,544;2,812
-0,543;3,888
-0,543;4,342
-0,543;7,928
-0,538;7,065
-0,537;6,477
-0,536;2,134
-0,535;7,856
-0,534;3,125
-0,534;4,706
-0,533;6,525
-0,532;4,457
-0,532;5,196
-0,532;7,624
-0,53;7,29
-0,528;6,603
-0,525;5,367
-0,525;6,161
-0,524;5,77
-0,522;4,816
-0,521;5,082
-0,521;6,607
-0,52;3,897
-0,52;4,5
-0,52;7,194
-0,519;6,214
-0,517;5,399
-0,517;5,764
-0,517;6,538
-0,515;5,455
-0,511;2,783
-0,511;3,479
-0,511;7,565
-0,51;4,279
-0,504;4,746
-0,503;2,436
-0,502;2,61
-0,501;4,892
-0,5;6,595
-0,499;5,011
-0,496;2,929
-0,494;4,389
-0,493;2,753
-0,493;4,794
-0,487;2,556
-0,487;3,254
-0,487;3,469
-0,487;7,096
-0,486;5,749
-0,48;5,288
-0,479;4,46
-0,475;5,135
-0,473;2,52
-0,472;5,271
-0,47;3,644
-0,47;6,857
-0,464;4,565
-0,463;6,528
-0,46;2,595
-0,459;4,469
-0,459;5,43
-0,456;6,438
-0,454;4,83
-0,452;4,474
-0,452;6,865
-0,448;4,248
-0,446;4,787
-0,445;4,141
-0,444;6,778
-0,441;4,246
-0,437;4,999
-0,436;4,883
-0,435;5,778
-0,431;2,511
-0,431;5,893
-0,431;6,805
-0,431;6,921
-0,429;6,396
-0,428;6,865
-0,427;3,185
-0,426;7,08
-0,425;4,024
-0,425;5,204
-0,424;7,621
-0,423;3,656
-0,423;4,847
-0,421;5,321
-0,421;7,507
-0,419;3,04
-0,419;4,556
-0,418;4,839
-0,417;6,593
-0,416;2,719
-0,415;3,377
-0,413;5,963
-0,407;5,354
-0,406;2,775
-0,405;3,071
-0,399;3,604
-0,398;4,317
-0,398;4,704
-0,398;7,527
-0,397;3,677
-0,397;4,919
-0,396;6,963
-0,396;7,835
-0,395;4,935
-0,394;4,82
-0,385;5,373
-0,384;2,545
-0,384;5,851
-0,383;5,469
-0,382;3,652
-0,381;3,09
-0,381;6,241
-0,38;3,451
-0,38;4,235
-0,379;7,742
-0,378;5,74
-0,377;2,642
-0,376;6,672
-0,371;3,373
-0,371;6,313
-0,371;6,852
-0,369;3,821
-0,367;6,876
-0,361;5,778
-0,36;4,77
-0,359;4,138
-0,358;2,862
-0,355;4,748
-0,355;5,166
-0,353;3,342
-0,352;5,155
-0,352;6,3
-0,35;2,537
-0,35;7,401
-0,349;7,794
-0,345;4,775
-0,342;4,687
-0,34;6,193
-0,339;2,254
-0,335;6,863
-0,334;3,636
-0,334;4,93
-0,334;6,159
-0,334;6,412
-0,331;3,553
-0,329;4,739
-0,329;5,902
-0,328;7,474
-0,324;4,477
-0,323;4,405
-0,323;5,431
-0,318;4,22
-0,317;4,333
-0,312;5,576
-0,308;5,018
-0,307;4,313
-0,302;7,788
-0,295;7,058
-0,294;3,686
-0,292;5,451
-0,292;6,998
-0,291;2,1
-0,291;2,488
-0,291;2,991
-0,29;4,964
-0,289;6,265
-0,288;7,289
-0,284;4,557
-0,284;5,142
-0,283;5,407
-0,282;3,183
-0,282;4,81
-0,28;6,373
-0,278;2,269
-0,277;6,857
-0,276;5,194
-0,274;4,483
-0,274;7,091
-0,272;6,637
-0,27;3,612
-0,269;3,014
-0,269;3,475
-0,268;7,304
-0,267;4,705
-0,266;3,343
-0,264;3,392
-0,26;5,848
-0,257;3,787
-0,257;5,425
-0,255;2,675
-0,254;2,565
-0,253;2,417
-0,253;5,447
-0,251;2,503
-0,248;3,019
-0,248;4,954
-0,248;5,256
-0,247;6,608
-0,245;3,577
-0,24;5,874
-0,235;2,21
-0,234;2,5
-0,233;5,104
-0,231;3,679
-0,225;4,78
-0,225;5,665
-0,225;6,476
-0,223;4,662
-0,222;4,031
-0,221;3,037
-0,216;2,098
-0,216;4,069
-0,216;7,739
-0,212;4,366
-0,212;6,299
-0,21;7,654
-0,207;3,976
-0,207;6,114
-0,205;2,384
-0,204;7,863
-0,199;5,645
-0,199;7,18
-0,196;2,049
-0,195;4,437
-0,193;4,723
-0,193;5,297
-0,19;2,087
-0,19;2,542
-0,19;4,088
-0,188;5,846
-0,188;6,248
-0,186;4,022
-0,177;5,483
-0,176;3,475
-0,176;4,297
-0,176;6,603
-0,174;4,567
-0,174;5,648
-0,174;6,082
-0,172;6,385
-0,171;3,264
-0,169;3,596
-0,167;6,139
-0,166;2,722
-0,165;4,809
-0,162;7,925
-0,161;3,131
-0,161;5,082
-0,159;5,888
-0,158;6,851
-0,156;4,387
-0,151;7,968
-0,15;2,758
-0,15;3,504
-0,148;5,107
-0,148;6,498
-0,147;3,497
-0,146;5,444
-0,146;5,927
-0,144;3,06
-0,143;3,696
-0,141;7,949
-0,139;2,459
-0,136;2,292
-0,136;4,482
-0,136;5,582
-0,135;4,992
-0,134;2,469
-0,131;7,428
-0,128;4,507
-0,124;7,194
-0,123;3,543
-0,119;5,599
-0,119;7,181
-0,118;4,646
-0,116;5,69
-0,115;6,013
-0,114;4,057
-0,114;6,23
-0,11;3,613
-0,11;3,733
-0,11;6,841
-0,108;7,509
-0,107;5,049
-0,107;7,399
-0,106;5,993
-0,105;5,567
-0,104;3,171
-0,104;4,442
-0,103;3,923
-0,103;6,454
-0,103;7,284
-0,1;3,385
-0,099;3,666
-0,098;4,719
-0,096;6,058
-0,094;2,173
-0,094;6,417
-0,093;3,295
-0,092;3,32
-0,09;2,644
-0,088;6,733
-0,085;3,159
-0,083;4,739
-0,083;5,934
-0,082;2,996
-0,082;4,577
-0,082;5,164
-0,082;5,766
-0,082;6,317
-0,081;2,986
-0,08;6,658
-0,078;3,22
-0,077;3,347
-0,074;5,451
-0,073;7,581
-0,071;3,968
-0,069;2,41
-0,069;6,023
-0,067;6,969
-0,065;5,23
-0,063;2,929
-0,061;7,117
-0,059;7,218
-0,058;4,152
-0,056;6,588
-0,053;4,742
-0,046;5,11
-0,046;7,275
-0,044;4,2
-0,044;5,716
-0,043;4,061
-0,041;6,629
-0,04;3,12
-0,04;5,988
-0,039;2,688
-0,038;6,041
-0,037;6,545
-0,029;5,221
-0,029;5,502
-0,029;6,423
-0,028;4,261
-0,026;4,722
-0,026;7,983
-0,025;3,081
-0,025;5,318
-0,023;2,229
-0,023;3,282
-0,022;2,104
-0,02;6,694
-0,019;3,44
-0,019;5,49
-0,019;6,661
-0,016;5,723
-0,014;4,901
-0,012;2,392
-0,012;2,563
-0,008;6,72
-0,008;6,825
-0,007;4,318
-0,006;4,598
-0,005;5,012
-0,001;2,078
0,001;4,619
0,001;4,925
0,001;6,753
0,006;2,753
0,007;7,375
0,008;6,831
0,01;6,337
0,011;4,863
0,011;5,064
0,016;3,946
0,018;2,933
0,018;3,038
0,019;2,746
0,019;5,022
0,019;7,382
0,021;3,855
0,022;2,609
0,022;5,837
0,024;7,766
0,029;2,421
0,032;2,794
0,032;3,459
0,032;5,292
0,034;5,014
0,035;6,227
0,035;6,31
0,036;5,213
0,036;5,324
0,036;5,76
0,037;4,141
0,037;6,325
0,038;3,863
0,04;3,583
0,04;3,78
0,04;5,766
0,041;3,44
0,043;2,164
0,043;7,512
0,044;2,404
0,045;2,983
0,045;5,701
0,045;7,432
0,048;3,802
0,048;5,385
0,049;5,183
0,05;3,198
0,05;3,479
0,051;7,082
0,054;4,386
0,055;4,944
0,055;6,048
0,056;7,986
0,06;3,909
0,061;7,073
0,063;5,96
0,066;7,764
0,068;4,663
0,07;5,617
0,071;7,813
0,072;5,978
0,074;7,094
0,075;2,98
0,075;5,277
0,076;3,992
0,076;4,789
0,077;5,512
0,078;2,694
0,079;4,402
0,08;7,671
0,083;2,871
0,084;2,763
0,085;2,232
0,085;4,171
0,085;4,727
0,085;5,729
0,085;7,02
0,086;4,136
0,088;3,433
0,088;7,224
0,089;2,838
0,09;2,651
0,091;6,201
0,093;4,788
0,093;5,22
0,093;5,27
0,093;7,606
0,095;3,528
0,097;3,076
0,097;6,229
0,099;2,487
0,099;5,119
0,1;2,275
0,102;4,058
0,103;6,306
0,103;7,598
0,104;4,341
0,105;7,277
0,107;7,157
0,11;5,214
0,111;2,546
0,111;3,665
0,113;6,111
0,116;6,606
0,117;4,908
0,117;5,879
0,118;6,14
0,121;5,639
0,123;5,623
0,124;3,159
0,125;6,851
0,126;5,948
0,127;6,125
0,128;3,719
0,129;5,5
0,131;3,615
0,132;4,437
0,132;4,581
0,132;6,273
0,133;3,026
0,133;5,707
0,14;5,965
0,14;6,029
0,14;7,265
0,141;2,352
0,141;4,371
0,144;2,663
0,144;5,354
0,148;6,933
0,152;4,478
0,152;4,563
0,152;5,631
0,152;6,095
0,152;7,204
0,153;2,663
0,156;4,493
0,156;6,803
0,156;7,255
0,157;7,615
0,158;4,253
0,158;5,845
0,16;5,513
0,161;6,026
0,163;4,217
0,164;4,328
0,166;5,811
0,168;4,49
0,168;4,673
0,169;2,793
0,17;4,289
0,173;5,03
0,174;4,394
0,175;5,213
0,176;7,898
0,177;2,925
0,178;3,495
0,179;3,363
0,179;3,784
0,182;5,357
0,183;7,446
0,184;7,854
0,185;5,12
0,187;3,017
0,189;2,346
0,19;2,045
0,19;2,83
0,191;5,198
0,193;2,92
0,193;4,229
0,193;5,582
0,194;4,321
0,195;4,299
0,196;7,77
0,197;2,388
0,198;4,483
0,198;6,23
0,198;7,151
0,198;7,218
0,199;6,546
0,199;6,642
0,201;3,692
0,205;2,544
0,205;5,054
0,207;6,824
0,209;3,602
0,21;3,305
0,21;4,351
0,214;2,465
0,219;2,536
0,22;4,637
0,221;2,603
0,221;6,411
0,221;6,528
0,222;7,778
0,224;7,191
0,226;5,251
0,23;6,816
0,236;5,869
0,236;6,791
0,236;7,803
0,238;5,157
0,238;6,483
0,242;4,56
0,243;4,818
0,245;5,744
0,246;6,862
0,25;3,61
0,251;2,558
0,251;4,258
0,252;6,294
0,256;5,564
0,256;7,811
0,26;2,743
0,261;4,43
0,261;6,157
0,262;3,131
0,262;5,285
0,262;5,964
0,263;4,169
0,263;6,764
0,264;5,714
0,265;2,074
0,265;7,242
0,269;3,12
0,269;4,232
0,269;5,413
0,271;4,521
0,272;5,801
0,273;6,9
0,274;4,697
0,275;2,901
0,276;2,298
0,276;3,393
0,276;7,597
0,282;2,404
0,282;6,866
0,283;4,618
0,283;6,793
0,284;5,132
0,296;7,466
0,297;5,932
0,299;3,25
0,302;6,92
0,305;5,809
0,306;7,116
0,306;7,451
0,307;4,681
0,308;2,49
0,308;3,544
0,309;4,793
0,31;6,383
0,311;2,238
0,311;4,205
0,312;7,021
0,313;2,849
0,313;7,285
0,315;3,438
0,316;7,957
0,317;4,772
0,318;4,81
0,328;3,335
0,335;3,769
0,335;7,102
0,336;6,385
0,336;7,361
0,337;5,666
0,337;7,756
0,338;4,522
0,339;2,78
0,34;3,696
0,341;6,41
0,341;7,458
0,342;7,037
0,342;7,676
0,343;2,073
0,344;7,822
0,345;2,252
0,345;6,84
0,346;4,959
0,348;3,553
0,351;2,421
0,353;6,429
0,354;4,227
0,355;3,478
0,359;4,488
0,361;6,366
0,362;4,043
0,362;4,907
0,362;6,482
0,364;6,978
0,366;2,534
0,369;4,839
0,369;5,349
0,37;5,845
0,372;3,437
0,373;3,917
0,376;6,486
0,378;3,741
0,378;4,793
0,379;6,675
0,38;3,727
0,381;3,652
0,382;7,499
0,383;4,296
0,383;5,596
0,389;2,387
0,389;6,398
0,39;6,939
0,392;2,445
0,392;4,332
0,393;2,265
0,394;4,967
0,395;7,473
0,396;6,634
0,396;7,012
0,399;7,353
0,404;4,935
0,404;6,213
0,405;4,285
0,406;3,832
0,406;5,242
0,406;7,076
0,411;4,384
0,414;2,875
0,416;3,695
0,416;6,66
0,416;7,259
0,417;3,478
